	Time 			Values

	35 		[0, 6.886484608773264e-05, 2.4279272821637785e-05, 4.590989769263318e-05, 8.093090938267054e-06, 7.651649665574101e-06, 0]
	36 		[0, 1.8209454616228338e-05, 5.164863479140805e-05, 1.2139636409109737e-05, 1.721621167233887e-05, 2.0232727345667635e-06, 0]
	37 		[0, 3.8736476093556034e-05, 1.3657090960889387e-05, 2.5824317452106162e-05, 4.552363653202507e-06, 4.304052918084717e-06, 0]
	38 		[0, 1.024281822066704e-05, 2.905235711246863e-05, 6.8285454801242264e-06, 9.68411905159008e-06, 1.1380909133006267e-06, 0]
	39 		[0, 2.1789267834351473e-05, 7.682113665259929e-06, 1.4526178566809715e-05, 2.560704555006527e-06, 2.42102976289752e-06, 0]
	40 		[0, 5.7615852489449464e-06, 1.6341950883695153e-05, 3.841056832569877e-06, 5.447316963875568e-06, 6.401761387516317e-07, 0]
	41 		[0, 1.2256463162771364e-05, 4.3211889366636434e-06, 8.170975443830463e-06, 1.4403963122061928e-06, 1.361829240968892e-06, 0]
	42 		[0, 3.2408917024977326e-06, 9.192347373565689e-06, 2.1605944683205558e-06, 3.0641157916842847e-06, 3.600990780515482e-07, 0]
	43 		[0, 6.894260530174267e-06, 2.43066877686485e-06, 4.596173687154636e-06, 8.102229256188002e-07, 7.660289479210712e-07, 0]
	44 		[0, 1.8230015826486375e-06, 5.170695397909544e-06, 1.2153343884303127e-06, 1.7235651327294625e-06, 2.0255573140470004e-07, 0]
	45 		[0, 3.878021548432158e-06, 1.3672511869848939e-06, 2.5853476990244826e-06, 4.557503956611032e-07, 4.308912831823656e-07, 0]
	46 		[0, 1.0254383902386705e-06, 2.9085161613764014e-06, 6.836255934920509e-07, 9.695053871428948e-07, 1.139375989152758e-07, 0]
	47 		[0, 2.181387121032301e-06, 7.690787926787058e-07, 1.4542580807012715e-06, 2.5635959755946957e-07, 2.423763467857237e-07, 0]
	48 		[0, 5.768090945090294e-07, 1.6360403407840288e-06, 3.8453939633927863e-07, 5.453467802646107e-07, 6.408989938986739e-08, 0]
	49 		[0, 1.2270302555880217e-06, 4.3260682088171637e-07, 8.180201703944651e-07, 1.442022736272202e-07, 1.3633669506615268e-07, 0]
