	Time 			Values

	41 		[0, -0.0009340032961961684, -0.0006545700146505777, 0.0009007756284581984, 0.002787645258759664, 0.005116221856679827, 0]
	42 		[0, -0.0007354316323403251, -0.0008692036244616116, 0.0002224221114405627, 0.001855267397189868, 0.004940510973892316, 0]
	43 		[0, -0.000534852225240083, -0.0009220689916440011, -0.0002678063250492414, 0.0009388435195422848, 0.004557657982041348, 0]
	44 		[0, -0.0003527370731295725, -0.0008615188453397389, -0.0005670656856958066, 0.00011001441042037907, 0.004015454336891274, 0]
	45 		[0, -0.00020095508332090855, -0.0007331845497905228, -0.0006932304137340088, -0.0005789767864270799, 0.0033687783481730947, 0]
	46 		[0, -8.418762918197964e-05, -0.0005759295866454513, -0.0006781869103752356, -0.0010972487092391406, 0.002673368877341672, 0]
	47 		[0, -1.6729772035507784e-06, -0.0004195832688187531, -0.0005611532751281269, -0.0014345520490339889, 0.001980559755415466, 0]
	48 		[0, 5.098405354923721e-05, -0.0002842451874380838, -0.0003827514064673834, -0.0015984908639485192, 0.001333367070001403, 0]
	49 		[0, 8.014169528534302e-05, -0.00018083518937856463, -0.00018030492001003671, -0.0016104266197076388, 0.0007640895313243177, 0]
	50 		[0, 9.272838204699572e-05, -0.00011251058019324053, 1.540887740636261e-05, -0.0015007822643081329, 0.0002933827738317448, 0]
	51 		[0, 9.520115681527631e-05, -7.657257814106172e-05, 0.0001819374062338185, -0.00130437297644013, -6.93833170072558e-05, 0]
	52 		[0, 9.287258448099949e-05, -6.652503553240642e-05, 0.00030561059362650586, -0.0010562507913525802, -0.0003247731002194939, 0]
	53 		[0, 8.957914086242535e-05, -7.40159450785625e-05, 0.0003809366320726245, -0.0007883886468879148, -0.00048127362441403583, 0]
	54 		[0, 8.763374138944249e-05, -9.047259560545962e-05, 0.00040924998502317087, -0.0005273683667193782, -0.000552956513042126, 0]
	55 		[0, 8.798859816644464e-05, -0.00010832261974106235, 0.0003969341277999313, -0.0002930942247992074, -0.0005571105051116621, 0]
	56 		[0, 9.053035086327186e-05, -0.00012176647053260299, 0.00035351252229169004, -9.844050298742619e-05, -0.0005120818177195609, 0]
	57 		[0, 9.443486582193826e-05, -0.00012712601054700433, 0.000289847017241906, 5.033654141142369e-05, -0.00043548745515175973, 0]
	58 		[0, 9.852125891257153e-05, -0.00012283582165572416, 0.00021661511699630877, 0.00015263418487804288, -0.00034289297703827897, 0]
	59 		[0, 0.0001015605792554656, -0.00010916808875943082, 0.0001431669320721571, 0.0002122082669161117, -0.0002469792881794661, 0]
	60 		[0, 0.00010251151794346127, -8.77900646876563e-05, 7.679751602670943e-05, 0.00023575402358070834, -0.00015716837126185574, 0]
	61 		[0, 0.00010067133628648564, -6.124816203341653e-05, 2.2416533067428076e-05, 0.0002315349503077088, -7.963858727719657e-05, 0]
	62 		[0, 9.5743439504852e-05, -3.245834853645498e-05, -1.744198948857778e-05, 0.00020818740755675032, -1.7636911978359426e-05, 0]
	63 		[0, 8.783280313380238e-05, -4.26260549987529e-06, -4.2350818122068165e-05, 0.00017378089107893444, 2.801292478866911e-05, 0]
	64 		[0, 7.73865284295615e-05, 2.0910704560258014e-05, -5.355190110161194e-05, 0.00013516868882008102, 5.8303481395105725e-05, 0]
	65 		[0, 6.509937430583407e-05, 4.126569770438577e-05, -5.343757514032413e-05, 9.762527375810164e-05, 7.542186466024292e-05, 0]
	66 		[0, 5.180374030455658e-05, 5.5738117460017204e-05, -4.5026508102542014e-05, 6.473775443017306e-05, 8.217857018525582e-05, 0]
	67 		[0, 3.836100808398486e-05, 6.398941831132902e-05, -3.149305931566364e-05, 3.849994902432854e-05, 8.153123616818097e-05, 0]
	68 		[0, 2.5567204784570626e-05, 6.631917463301351e-05, -1.578912687099338e-05, 1.9548769157516507e-05, 7.622702393653747e-05, 0]
	69 		[0, 1.4081407357372609e-05, 6.352327050210415e-05, -3.782645312827316e-07, 7.482228887939077e-06, 6.856920316645505e-05, 0]
	70 		[0, 4.380822624938014e-06, 5.672535041198598e-05, 1.2915077527131718e-05, 1.204569262922739e-06, 6.0299195086378855e-05, 0]
	71 		[0, -3.2574490046774847e-06, 4.7205934668426904e-05, 2.2951605345481638e-05, -7.454999443695508e-07, 5.25754207144891e-05, 0]
	72 		[0, -8.75100971264616e-06, 3.62484897385268e-05, 2.9237964604974328e-05, 8.525111060908758e-08, 4.6024805902830234e-05, 0]
	73 		[0, -1.2188194715881239e-05, 2.501563426661885e-05, 3.182647120718112e-05, 2.278111785724453e-06, 4.084123311140757e-05, 0]
	74 		[0, -1.379162465972344e-05, 1.4462464917462996e-05, 3.117901456243367e-05, 4.6829473141913684e-06, 3.690681580102947e-05, 0]
	75 		[0, -1.3875479691940885e-05, 5.288410059490692e-06, 2.8018371842728214e-05, 6.488819885470818e-06, 3.391566879726849e-05, 0]
	76 		[0, -1.280209598788461e-05, -2.0754616752578236e-06, 2.3186107457888885e-05, 7.234785664600625e-06, 3.1484906613760084e-05, 0]
	77 		[0, -1.0942401279991806e-05, -7.449892718084657e-06, 1.7521022638056533e-05, 6.775079789319669e-06, 2.924306323436999e-05, 0]
	78 		[0, -8.643364530232248e-06, -1.0869625090639204e-05, 1.1766603561974707e-05, 5.214462801852139e-06, 2.6891296030536778e-05, 0]
	79 		[0, -6.204240827623318e-06, -1.253280760646197e-05, 6.510768364880858e-06, 2.828935039023739e-06, 2.4237117786475616e-05, 0]
	80 		[0, -3.862109773362657e-06, -1.2745580144604995e-05, 2.156910403241534e-06, -1.50939633532969e-08, 2.1203704572327842e-05, 0]
	81 		[0, -1.7861485336167002e-06, -1.1868533560338736e-05, -1.0779500418291796e-06, -2.93315779993241e-06, 1.781995205080376e-05, 0]
	82 		[0, -7.931327187227071e-08, -1.0270051428035814e-05, -3.1440744186179345e-06, -5.580025685945812e-06, 1.4197451622966836e-05, 0]
	83 		[0, 1.2143573156162402e-06, -8.289696368300034e-06, -4.125985997622474e-06, -7.68870042747906e-06, 1.0500595063226217e-05, 0]
	84 		[0, 2.0987746972017143e-06, -6.213042398259292e-06, -4.202410794049605e-06, -9.090789955459857e-06, 6.915323191457976e-06, 0]
	85 		[0, 2.6130581598339115e-06, -4.257846209262203e-06, -3.6052222526764736e-06, -9.720162173128738e-06, 3.6208672492435453e-06, 0]
	86 		[0, 2.818656666012448e-06, -2.570298485016756e-06, -2.582123820705011e-06, -9.603281262819343e-06, 7.674385273832665e-07, 0]
	87 		[0, 2.787611893387987e-06, -1.2293427234545385e-06, -1.3662838661281015e-06, -8.840371887421858e-06, -1.5385842603951066e-06, 0]
	88 		[0, 2.5928282471463055e-06, -2.5668233797013214e-07, -1.5462248142688956e-07, -7.5816579893014604e-06, -3.2416757251710835e-06, 0]
	89 		[0, 2.300810008499284e-06, 3.699332665793166e-07, 9.048958940589833e-07, -6.002517301477646e-06, -4.33709558489411e-06, 0]
	90 		[0, 1.966967099114459e-06, 7.023213962781438e-07, 1.717678919055852e-06, -4.280645960917213e-06, -4.8651201270116485e-06, 0]
	91 		[0, 1.6333060371903837e-06, 8.081478661589902e-07, 2.2400867658282696e-06, -2.5774035084690374e-06, -4.9013309882524516e-06, 0]
	92 		[0, 1.3281242992717119e-06, 7.591496119785107e-07, 2.4720387616529935e-06, -1.024552005965603e-06, -4.5448026162122955e-06, 0]
	93 		[0, 1.067215060365434e-06, 6.220548303659312e-07, 2.4466166247835527e-06, 2.8327147800252255e-07, -3.905884419685127e-06, 0]
	94 		[0, 8.560563240240135e-07, 4.5248497947824914e-07, 2.2185018568048558e-06, 1.2907235599140623e-06, -3.0949679772459714e-06, 0]
	95 		[0, 6.924886610862307e-07, 2.917337902144187e-07, 1.8527821272685958e-06, 1.9794496438976997e-06, -2.2132345691158e-06, 0]
	96 		[0, 5.694608546736495e-07, 1.660345141974542e-07, 1.4152617844221723e-06, 2.3624882056555054e-06, -1.3459581965624488e-06, 0]
	97 		[0, 4.775239335647615e-07, 8.775346026119127e-08, 9.649814007277605e-07, 2.4766673047008134e-06, -5.585465958169395e-07, 0]
	98 		[0, 4.068642593365174e-07, 5.787766747170166e-08, 5.492447294171142e-07, 2.3742133984446078e-06, 1.0482507827132991e-07, 0]
